title,location,area,size,rooms,sqm_m2,price_VND,price_num,len(price),price_normalized,price_usd,trieu_met_vuong,usd_per_sqm,province,country
Chính chủ Carillon 7 67m² 2PN- .hướng Bắc mặt tiền,Tan Phu,67 m² - 2 PN,67 m²,2 PN,67,"2,6 tỷ",2.6,3,2600,"$114,035",38.81,$1.70,thanh pho ho chi minh,vietnam
Chung cư Melody Residences 68.8m² 2PN Tặng NT,Tan Phu,68 m² - 2 PN,68 m²,2 PN,68,"2,76 tỷ",2.76,4,2760,"$121,053",40.59,$1.78,thanh pho ho chi minh,vietnam
CH Celadon City Khu Ruby 68.8m² 2PN 2WC Full NT,Tan Phu,68.8 m² - 2 PN,68.8 m²,2 PN,69,"2,63 tỷ",2.63,4,2630,"$115,351",38.23,$1.68,thanh pho ho chi minh,vietnam
✅Cần bán chung cư DƯỚI 2 tỷ giá tốt tại Tân Phú,Tan Phu,69 m² - 2 PN,69 m²,2 PN,69,"1,45 tỷ",1.45,4,1450,"$63,596",21.01,$0.92,thanh pho ho chi minh,vietnam
Chung cư Tan Phu 69m² 2 PN. Ko tiếp môi giới.,Tan Phu,69 m² - 2 PN,69 m²,2 PN,69,2 tỷ,2,2,2000,"$87,719",28.99,$1.27,thanh pho ho chi minh,vietnam
Bán gấp 2pn có sổ dự án celadon city giá 2.6 tỷ,Tan Phu,69 m² - 2 PN,69 m²,2 PN,69,"2,6 tỷ",2.6,3,2600,"$114,035",37.68,$1.65,thanh pho ho chi minh,vietnam
Bán Gấp căn hộ Melody Residences 69m² 2PN,Tan Phu,69 m² - 2 PN,69 m²,2 PN,69,"2,73 tỷ",2.73,4,2730,"$119,737",39.57,$1.74,thanh pho ho chi minh,vietnam
✅[NEW 100%] DANH SÁCH 30 CĂN HỘ Q.TÂN PHÚ GIÁ TỐT✅,Tan Phu,70 m² - 2 PN,70 m²,2 PN,70,"1,38 tỷ",1.38,4,1380,"$60,526",19.71,$0.86,thanh pho ho chi minh,vietnam
Chung cư Carillon 5 70m² 2 PN 2 WC,Tan Phu,70 m² - 2 PN,70 m²,2 PN,70,"2,65 tỷ",2.65,4,2650,"$116,228",37.86,$1.66,thanh pho ho chi minh,vietnam
"Chung cư Carillon 5, DT70m² 2 PN Full nội thất đẹp",Tan Phu,70 m² - 2 PN,70 m²,2 PN,70,"2,7 tỷ",2.7,3,2700,"$118,421",38.57,$1.69,thanh pho ho chi minh,vietnam
Cần bán nhanh Chung cư Carillon 7 71m² 2PN giá tốt,Tan Phu,71 m² - 2 PN,71 m²,2 PN,71,"2,65 tỷ",2.65,4,2650,"$116,228",37.32,$1.64,thanh pho ho chi minh,vietnam
"Căn Góc 2PN 2WC, 2.7ty, 71m2. Căn Hộ Khuông Việt",Tan Phu,71 m² - 2 PN,71 m²,2 PN,71,"2,7 tỷ",2.7,3,2700,"$118,421",38.03,$1.67,thanh pho ho chi minh,vietnam
Chung cư Carillon 7 Tan Phu 71m² 2PN,Tan Phu,71 m² - 2 PN,71 m²,2 PN,71,"2,75 tỷ",2.75,4,2750,"$120,614",38.73,$1.70,thanh pho ho chi minh,vietnam
"️🏹 Cam Kết Giá Thật 100%,Bán Căn 2PN Carillon 7",Tan Phu,71 m² - 2 PN,71 m²,2 PN,71,"2,75 tỷ",2.75,4,2750,"$120,614",38.73,$1.70,thanh pho ho chi minh,vietnam
Carillon 7 71m² 2PN - căn 18 chính chủ- H.đông,Tan Phu,71 m² - 2 PN,71 m²,2 PN,71,"2,8 tỷ",2.8,3,2800,"$122,807",39.44,$1.73,thanh pho ho chi minh,vietnam
"Bán căn hộ Emerald 71 m2-nhà mới, có nội thất",Tan Phu,71 m² - 2 PN,71 m²,2 PN,71,"3,15 tỷ",3.15,4,3150,"$138,158",44.37,$1.95,thanh pho ho chi minh,vietnam
"Căn Hộ Cần Bán 71m2 Celadon City 2PN, 2WC GIÁ TỐT.",Tan Phu,71 m² - 2 PN,71 m²,2 PN,71,"3,35 tỷ",3.35,4,3350,"$146,930",47.18,$2.07,thanh pho ho chi minh,vietnam
Căn hộ 2PN Full NT 71m2 Emerald Celadon Tân Phú,Tan Phu,71 m² - 2 PN,71 m²,2 PN,71,"3,4 tỷ",3.4,3,3400,"$149,123",47.89,$2.10,thanh pho ho chi minh,vietnam
"Celadon City căn 71m² nhà mới, full nội thất 💣",Tan Phu,71 m² - 2 PN,71 m²,2 PN,71,"3,4 tỷ",3.4,3,3400,"$149,123",47.89,$2.10,thanh pho ho chi minh,vietnam
Tôi bán cc Full Nt cao cấp phân khu Emerald 71m2,Tan Phu,71 m² - 2 PN,71 m²,2 PN,71,"3,45 tỷ",3.45,4,3450,"$151,316",48.59,$2.13,thanh pho ho chi minh,vietnam
Căn 2 PN - View công viên. Full NT Emerald Celadon,Tan Phu,71.4 m² - 2 PN,71.4 m²,2 PN,71,"3,5 tỷ",3.5,3,3500,"$153,509",49.02,$2.15,thanh pho ho chi minh,vietnam
Chung cư Tan Phu 72m² 2PN,Tan Phu,72 m² - 2 PN,72 m²,2 PN,72,"2,33 tỷ",2.33,4,2330,"$102,193",32.36,$1.42,thanh pho ho chi minh,vietnam
Tập đoàn Hưng Thịnh mở bán căn hộ mùa Covid 19,Tan Phu,73 m² - 2 PN,73 m²,2 PN,73,"2,25 tỷ",2.25,4,2250,"$98,684",30.82,$1.35,thanh pho ho chi minh,vietnam
"Chung cư Quang Thái 73m² 2PN ,có nội thất, Sổ Hồng",Tan Phu,73 m² - 2 PN,73 m²,2 PN,73,"2,36 tỷ",2.36,4,2360,"$103,509",32.33,$1.42,thanh pho ho chi minh,vietnam
Chính chủ Chung cư Carillon 7 73m² 2PN giá (100%),Tan Phu,73 m² - 2 PN,73 m²,2 PN,73,"2,8 tỷ",2.8,3,2800,"$122,807",38.36,$1.68,thanh pho ho chi minh,vietnam
CẦN BÁN CHCC EMERALD T.PHÚ CĂN GÓC 74M2 BY WINDOW,Tan Phu,74 m² - 2 PN,74 m²,2 PN,74,"3,23 tỷ",3.23,4,3230,"$141,667",43.65,$1.91,thanh pho ho chi minh,vietnam
Chung cư Fortuna Kim Hồng 75m²/2PN Có sổ hồng,Tan Phu,75 m² - 2 PN,75 m²,2 PN,75,"2,15 tỷ",2.15,4,2150,"$94,298",28.67,$1.26,thanh pho ho chi minh,vietnam
CH Khang Phú 2PN 2WC có sổ hồng. Giá bán 2.3 tỷ,Tan Phu,75 m² - 2 PN,75 m²,2 PN,75,"2,3 tỷ",2.3,3,2300,"$100,877",30.67,$1.35,thanh pho ho chi minh,vietnam
"Bán Căn 2PN 2WC Full NT, 2.35 tỷ. CHCC Khang Phú",Tan Phu,75 m² - 2 PN,75 m²,2 PN,75,"2,35 tỷ",2.35,4,2350,"$103,070",31.33,$1.37,thanh pho ho chi minh,vietnam
Chung cư Tan Phu 77m² 2PN,Tan Phu,77 m² - 2 PN,77 m²,2 PN,77,"2,8 tỷ",2.8,3,2800,"$122,807",36.36,$1.59,thanh pho ho chi minh,vietnam
🔺Bán Chung cư Carillon 7_DT:77m²_2PN+2WC-Nhà HTCB,Tan Phu,77.2 m² - 2 PN,77.2 m²,2 PN,77,"2,68 tỷ",2.68,4,2680,"$117,544",34.72,$1.52,thanh pho ho chi minh,vietnam
Chung cư Oriental Plaza 78m² 2PN/2WC nhà mới,Tan Phu,78 m² - 2 PN,78 m²,2 PN,78,"2,78 tỷ",2.78,4,2780,"$121,930",35.64,$1.56,thanh pho ho chi minh,vietnam
Chủ nhà  Carillon 7 78m² 2PN 2wc h.nam công viên,Tan Phu,78 m² - 2 PN,78 m²,2 PN,78,"2,9 tỷ",2.9,3,2900,"$127,193",37.18,$1.63,thanh pho ho chi minh,vietnam
"Bán 2PN 2WC 2.15 tỷ, Sổ Hồng. CH: Fortuna Vườn Lài",Tan Phu,80 m² - 2 PN,80 m²,2 PN,80,"2,15 tỷ",2.15,4,2150,"$94,298",26.88,$1.18,thanh pho ho chi minh,vietnam
"Bán Căn 2PN 2WC, 82m2, 2.3 tỷ. CHCC Sacomreal 584",Tan Phu,82 m² - 2 PN,82 m²,2 PN,82,"2,3 tỷ",2.3,3,2300,"$100,877",28.05,$1.23,thanh pho ho chi minh,vietnam
"CHÍNH CHỦ - BÁN CHUNG CƯ 82.7M2 GIÁ 1,975 TỶ",Tan Phu,82.7 m² - 2 PN,82.7 m²,2 PN,83,"1,975 tỷ",1.975,5,1975,"$86,623",23.88,$1.05,thanh pho ho chi minh,vietnam
"Emerald Celadon City, 84m2, Nhà mới 99%",Tan Phu,84 m² - 2 PN,84 m²,2 PN,84,"3,8 tỷ",3.8,3,3800,"$166,667",45.24,$1.98,thanh pho ho chi minh,vietnam
CĂN GÓC 2PN 84M2 EMERALD VIEW CÔNG VIÊN LỚN,Tan Phu,84 m² - 2 PN,84 m²,2 PN,84,"4,35 tỷ",4.35,4,4350,"$190,789",51.79,$2.27,thanh pho ho chi minh,vietnam
Rổ hàng 113 căn ký gửi Diamond thuộc Celadon City,Tan Phu,85 m² - 2 PN,85 m²,2 PN,85,"4,25 tỷ",4.25,4,4250,"$186,404",50,$2.19,thanh pho ho chi minh,vietnam
85m2 Tháp A8 mặt tiền đại lộ Diamond alnata plus,Tan Phu,85 m² - 2 PN,85 m²,2 PN,85,"5,21 tỷ",5.21,4,5210,"$228,509",61.29,$2.69,thanh pho ho chi minh,vietnam
85m2 Diamond Alnata Plus - view Đông bắc,Tan Phu,85 m² - 2 PN,85 m²,2 PN,85,"5,05 tỷ",5.5,3,5500,"$241,228",64.71,$2.84,thanh pho ho chi minh,vietnam
CHUYỂN NHƯỢNG CĂN HỘ 85M2 DIAMOND ALNATA PLUS,Tan Phu,85.4 m² - 2 PN,85.4 m²,2 PN,85,"5,066 tỷ",5.066,5,5066,"$222,193",59.32,$2.60,thanh pho ho chi minh,vietnam
"Căn góc 2 PN - DT lớn  Nhà trống, View Công Viên",Tan Phu,86.3 m² - 2 PN,86.3 m²,2 PN,86,"3,9 tỷ",3.9,3,3900,"$171,053",45.19,$1.98,thanh pho ho chi minh,vietnam
Bán căn hộ 2p ngủ 87 m2 nhà trống giao ngay,Tan Phu,86.5 m² - 2 PN,86.5 m²,2 PN,87,"2,1 tỷ",2.1,3,2100,"$92,105",24.28,$1.06,thanh pho ho chi minh,vietnam
"Bán Căn Alnata 2PN View công viên,hướng TN,lau 8",Tan Phu,88 m² - 2 PN,88 m²,2 PN,88,"4,3 tỷ",4.3,3,4300,"$188,596",48.86,$2.14,thanh pho ho chi minh,vietnam
CHUYỂN NHƯỢNG CĂN 2PN 88.8m2 DIAMOND ALNATA,Tan Phu,88.8 m² - 2 PN,88.8 m²,2 PN,89,"4,32 tỷ",4.32,4,4320,"$189,474",48.65,$2.13,thanh pho ho chi minh,vietnam
Bán căn A6.6.08 Diamond Alnata Plus Celadon City,Tan Phu,88.8 m² - 2 PN,88.8 m²,2 PN,89,"5,185 tỷ",5.185,5,5185,"$227,412",58.39,$2.56,thanh pho ho chi minh,vietnam
88.8m2 trung tâm Đại lộ Diamond Alnata Plus,Tan Phu,88.8 m² - 2 PN,88.8 m²,2 PN,89,"5,326 tỷ",5.326,5,5326,"$233,596",59.98,$2.63,thanh pho ho chi minh,vietnam
Chính chủ do nhu cầu cần đổi sang căn hộ to hơn,Tan Phu,90 m² - 2 PN,90 m²,2 PN,90,"3,15 tỷ",3.15,4,3150,"$138,158",35,$1.54,thanh pho ho chi minh,vietnam
"Căn hộ Alnata 92m2 hướng ĐN,đóng 10%,trả chậm 1n",Tan Phu,92 m² - 2 PN,92 m²,2 PN,92,"4,506 tỷ",4.506,5,4506,"$197,632",48.98,$2.15,thanh pho ho chi minh,vietnam
92.5m2 tầng cao view Đại lộ Diamond Alnata,Tan Phu,92.5 m² - 2 PN,92.5 m²,2 PN,93,"4,45 tỷ",4.45,4,4450,"$195,175",48.11,$2.11,thanh pho ho chi minh,vietnam
Chính chủ bán căn 96m2 Diamond brilliant Celadon,Tan Phu,96 m² - 2 PN,96 m²,2 PN,96,"4,9 tỷ",4.9,3,4900,"$214,912",51.04,$2.24,thanh pho ho chi minh,vietnam
Bán căn 96m2 Brilliant view hồ sinh thái cực đẹp,Tan Phu,96 m² - 2 PN,96 m²,2 PN,96,"4,95 tỷ",4.95,4,4950,"$217,105",51.56,$2.26,thanh pho ho chi minh,vietnam
Nhà đẹp tầm nhìn triệu đô 96m2 Diamond Brilliant,Tan Phu,96 m² - 2 PN,96 m²,2 PN,96,"5,1 tỷ",5.1,3,5100,"$223,684",53.13,$2.33,thanh pho ho chi minh,vietnam
"Căn hộ 2PN View biển,hướng ĐN trả chậm 3 năm",Tan Phu,96 m² - 2 PN,96 m²,2 PN,96,"7,4 tỷ",7.4,3,7400,"$324,561",77.08,$3.38,thanh pho ho chi minh,vietnam
97m2 Căn góc tầng 8 Diamond Brilliant,Tan Phu,97.7 m² - 2 PN,97.7 m²,2 PN,98,"5,14 tỷ",5.14,4,5140,"$225,439",52.61,$2.31,thanh pho ho chi minh,vietnam
Chung cư Melody Residences 105m² 2PN Tiện KD,Tan Phu,105 m² - 2 PN,105 m²,2 PN,105,"4,65 tỷ",4.65,4,4650,"$203,947",44.29,$1.94,thanh pho ho chi minh,vietnam
112m2 Diamond Brilliant - 5ty660 còn đúng 1 căn,Tan Phu,112 m² - 2 PN,112 m²,2 PN,112,"5,66 tỷ",5.66,4,5660,"$248,246",50.54,$2.22,thanh pho ho chi minh,vietnam
112M2 Diamond Brilliant giá chốt nhanh 5ty660,Tan Phu,112 m² - 2 PN,112 m²,2 PN,112,"5,66 tỷ",5.66,4,5660,"$248,246",50.54,$2.22,thanh pho ho chi minh,vietnam
119m2 hướng Đông Nam Diamond Alnata,Tan Phu,119 m² - 2 PN,119 m²,2 PN,119,"5,75 tỷ",5.75,4,5750,"$252,193",48.32,$2.12,thanh pho ho chi minh,vietnam
"3Pn Diamond Centery Giá Đầu Tư, Vị Trí Đẹp",Tan Phu,121 m² - 2 PN,121 m²,2 PN,121,"7,823 tỷ",7.823,5,7823,"$343,114",64.65,$2.84,thanh pho ho chi minh,vietnam
Condo Villa-Chuẩn mực sống vương giả tại Sài gòn,Tan Phu,300 m² - 2 PN,300 m²,2 PN,300,25 tỷ,25,3,25000,"$1,096,491",83.33,$3.65,thanh pho ho chi minh,vietnam
"Căn Hộ Lotus Garden, 75m2, 3PN, full nội thất",Tan Phu,75 m² - 3 PN,75 m²,3 PN,75,"2,5 tỷ",2.5,3,2500,"$109,649",33.33,$1.46,thanh pho ho chi minh,vietnam
"Chung cư Âu Cơ Town , DT 80m² 3PN/2WC có sổ hồng",Tan Phu,80 m² - 3 PN,80 m²,3 PN,80,"2,45 tỷ",2.45,4,2450,"$107,456",30.63,$1.34,thanh pho ho chi minh,vietnam
Căn GÓC 3PN Lầu Cao Full NT An Gia Tân Phú,Tan Phu,83 m² - 3 PN,83 m²,3 PN,83,"3,2 tỷ",3.2,3,3200,"$140,351",38.55,$1.69,thanh pho ho chi minh,vietnam
Chung cư Celadon City 83m² 3PN 2WC Ở ngay,Tan Phu,83 m² - 3 PN,83 m²,3 PN,83,"3,26 tỷ",3.26,4,3260,"$142,982",39.28,$1.72,thanh pho ho chi minh,vietnam
"Bán CH Topaz Garden 3pn,2wc 84m2 - giá 2.8 tỷ",Tan Phu,84 m² - 3 PN,84 m²,3 PN,84,"2,8 tỷ",2.8,3,2800,"$122,807",33.33,$1.46,thanh pho ho chi minh,vietnam
"🌹 CC Richstar bán gấp căn 3PN 2WC, Full Nội Thất",Tan Phu,84 m² - 3 PN,84 m²,3 PN,84,"3,45 tỷ",3.45,4,3450,"$151,316",41.07,$1.80,thanh pho ho chi minh,vietnam
Bán CC arillon 7 86m² 3PN rẻ hơn thị trường 100tr,Tan Phu,86 m² - 3 PN,86 m²,3 PN,86,"3,1 tỷ",3.1,3,3100,"$135,965",36.05,$1.58,thanh pho ho chi minh,vietnam
"👑 Bán Nhanh Căn 3PN Carillon 7, Giá Hạt Dẻ",Tan Phu,86 m² - 3 PN,86 m²,3 PN,86,"3,15 tỷ",3.15,4,3150,"$138,158",36.63,$1.61,thanh pho ho chi minh,vietnam
( Hàng Hiếm ) Bán căn chung cư 3PN richstar 3.450T,Tan Phu,86 m² - 3 PN,86 m²,3 PN,86,"3,45 tỷ",3.45,4,3450,"$151,316",40.12,$1.76,thanh pho ho chi minh,vietnam
"Căn hộ 3 phòng ngủ 86m² mới bàn giao, Tan Phu",Tan Phu,86 m² - 3 PN,86 m²,3 PN,86,"3,08 tỷ",3.8,3,3800,"$166,667",44.19,$1.94,thanh pho ho chi minh,vietnam
Chung cư Âu Cơ Tower Tan Phu 88m² 3PN 2.8 tỷ,Tan Phu,88 m² - 3 PN,88 m²,3 PN,88,"2,8 tỷ",2.8,3,2800,"$122,807",31.82,$1.40,thanh pho ho chi minh,vietnam
Carillon 7 88m² 3PN căn số 1 - h.bắc .tầng cao,Tan Phu,88 m² - 3 PN,88 m²,3 PN,88,"3,2 tỷ",3.2,3,3200,"$140,351",36.36,$1.59,thanh pho ho chi minh,vietnam
Chinh chu carillon 7- Q.Tân Phú 88m² 3PN,Tan Phu,88 m² - 3 PN,88 m²,3 PN,88,"3,2 tỷ",3.2,3,3200,"$140,351",36.36,$1.59,thanh pho ho chi minh,vietnam
Carillon 7 88m² 3 PN- căn góc số 11 chính chủ,Tan Phu,88 m² - 3 PN,88 m²,3 PN,88,"3,2 tỷ",3.2,3,3200,"$140,351",36.36,$1.59,thanh pho ho chi minh,vietnam
Chung cư Carillon 7 88m² 3PN giảm giá mùa dịch,Tan Phu,88 m² - 3 PN,88 m²,3 PN,88,"3,07 tỷ",3.7,3,3700,"$162,281",42.05,$1.84,thanh pho ho chi minh,vietnam
CĐT Bán Căn Hộ Carillon 7_DT:88m²_3PN+2WC-Nhà HTCB,Tan Phu,88.2 m² - 3 PN,88.2 m²,3 PN,88,"2,95 tỷ",2.95,4,2950,"$129,386",33.45,$1.47,thanh pho ho chi minh,vietnam
Chung cư Âu Cơ Tower 89m² 3PN cố sổ hồng,Tan Phu,89 m² - 3 PN,89 m²,3 PN,89,"2,7 tỷ",2.7,3,2700,"$118,421",30.34,$1.33,thanh pho ho chi minh,vietnam
Bán căn hộ Quang thái 3pn2wc 90m2 đã có sổ hồng,Tan Phu,90 m² - 3 PN,90 m²,3 PN,90,"2,55 tỷ",2.55,4,2550,"$111,842",28.33,$1.24,thanh pho ho chi minh,vietnam
"Bán Căn 3PN 2WC, 2.55 tỷ, Có Sổ. CHCC Quang Thái",Tan Phu,90 m² - 3 PN,90 m²,3 PN,90,"2,55 tỷ",2.55,4,2550,"$111,842",28.33,$1.24,thanh pho ho chi minh,vietnam
"Chung cư Topaz Garden 90m2 3PN, NH hỗ trợ vay 70%",Tan Phu,90 m² - 3 PN,90 m²,3 PN,90,"2,75 tỷ",2.75,4,2750,"$120,614",30.56,$1.34,thanh pho ho chi minh,vietnam
"Bán căn hộ Carrilon2 đã có sổ hồng 3pn,2wc 90m2",Tan Phu,90 m² - 3 PN,90 m²,3 PN,90,"3,1 tỷ",3.1,3,3100,"$135,965",34.44,$1.51,thanh pho ho chi minh,vietnam
Bán nhanh vội vàng _ Richstar novaland _ 3 phòng .,Tan Phu,90 m² - 3 PN,90 m²,3 PN,90,"3,9 tỷ",3.9,3,3900,"$171,053",43.33,$1.90,thanh pho ho chi minh,vietnam
"Bán Căn 3PN 2WC Full NT, 3.25 tỷ. CHCC Richstar",Tan Phu,91 m² - 3 PN,91 m²,3 PN,91,"3,25 tỷ",3.25,4,3250,"$142,544",35.71,$1.57,thanh pho ho chi minh,vietnam
"Bán căn hộ 3pn2wc Richstar tầng cao - khu1 3,25 tỷ",Tan Phu,91 m² - 3 PN,91 m²,3 PN,91,"3,25 tỷ",3.25,4,3250,"$142,544",35.71,$1.57,thanh pho ho chi minh,vietnam
"Bán căn hộ Richstar 91 m2 -3PN nhà mới, tầng cao",Tan Phu,91 m² - 3 PN,91 m²,3 PN,91,"3,45 tỷ",3.45,4,3450,"$151,316",37.91,$1.66,thanh pho ho chi minh,vietnam
"Căn hộ Richstar - Tân Phú, 91m2, 3PN, 2WC - 3.5 tỷ",Tan Phu,91 m² - 3 PN,91 m²,3 PN,91,"3,5 tỷ",3.5,3,3500,"$153,509",38.46,$1.69,thanh pho ho chi minh,vietnam
Chính chủ giá tốt Richstar Rs7,Tan Phu,91 m² - 3 PN,91 m²,3 PN,91,"3,75 tỷ",3.75,4,3750,"$164,474",41.21,$1.81,thanh pho ho chi minh,vietnam
"Căn hộ cao cấp Richstar 91m2, thiết kế đẹp,full NT",Tan Phu,91 m² - 3 PN,91 m²,3 PN,91,"4,2 tỷ",4.2,3,4200,"$184,211",46.15,$2.02,thanh pho ho chi minh,vietnam
"NGỘP COVID: Căn 3PN- Vị trí đẹp - Full Nội THất,",Tan Phu,92 m² - 3 PN,92 m²,3 PN,92,"3,63 tỷ",3.63,4,3630,"$159,211",39.46,$1.73,thanh pho ho chi minh,vietnam
Căn hộ 3pn Richstar full đẹp y hình HĐMB,Tan Phu,92 m² - 3 PN,92 m²,3 PN,92,"4,2 tỷ",4.2,3,4200,"$184,211",45.65,$2.00,thanh pho ho chi minh,vietnam
Bán Bán Bán: 3PN Richstar CC Tân Phú ( Giá Còn TL,Tan Phu,93 m² - 3 PN,93 m²,3 PN,93,"3,7 tỷ",3.7,3,3700,"$162,281",39.78,$1.74,thanh pho ho chi minh,vietnam
"Căn góc 3PN- Full NT, Richstar Novaland, Tầng cao",Tan Phu,94 m² - 3 PN,94 m²,3 PN,94,"3,6 tỷ",3.6,3,3600,"$157,895",38.3,$1.68,thanh pho ho chi minh,vietnam
Căn Hộ Richstar_94m2 3PN - Full NT Cao Cấp !!,Tan Phu,94 m² - 3 PN,94 m²,3 PN,94,"3,8 tỷ",3.8,3,3800,"$166,667",40.43,$1.77,thanh pho ho chi minh,vietnam
Kẹt Tiền Bán Nhanh Duplex 98m2 Full NT Mới Ở,Tan Phu,98 m² - 3 PN,98 m²,3 PN,98,"4,05 tỷ",4.5,3,4500,"$197,368",45.92,$2.01,thanh pho ho chi minh,vietnam
"Căn hộ carillon7, 104m² 3PN view Đầm Sen, lầu 23",Tan Phu,104 m² - 3 PN,104 m²,3 PN,104,"3,89 tỷ",3.89,4,3890,"$170,614",37.4,$1.64,thanh pho ho chi minh,vietnam
BÁN NHANH 3PN EMERALD 104M2 NHÀ TRỐNG TẦNG ĐẸP,Tan Phu,104 m² - 3 PN,104 m²,3 PN,104,"4,45 tỷ",4.45,4,4450,"$195,175",42.79,$1.88,thanh pho ho chi minh,vietnam
"Căn Hộ Emerald - Celadon City,104m2 - Full NT🍀🍀",Tan Phu,104 m² - 3 PN,104 m²,3 PN,104,"4,5 tỷ",4.5,3,4500,"$197,368",43.27,$1.90,thanh pho ho chi minh,vietnam
104M2 View Đại lộ Diamond Alnata - 5ty1,Tan Phu,104 m² - 3 PN,104 m²,3 PN,104,"5,1 tỷ",5.1,3,5100,"$223,684",49.04,$2.15,thanh pho ho chi minh,vietnam
Căn hộ Alnata 3PN giá tốt mùa dịch chỉ 5ty211,Tan Phu,104 m² - 3 PN,104 m²,3 PN,104,"5,211 tỷ",5.211,5,5211,"$228,553",50.11,$2.20,thanh pho ho chi minh,vietnam
Căn góc 3 PN-104m2 Full NT đẹp- Celadon City 🎄🎄,Tan Phu,104.5 m² - 3 PN,104.5 m²,3 PN,105,"4,535 tỷ",4.535,5,4535,"$198,904",43.4,$1.90,thanh pho ho chi minh,vietnam
Căn 3PN - Emerald Celadon City - full NT view Đẹp,Tan Phu,104.5 m² - 3 PN,104.5 m²,3 PN,105,"4,7 tỷ",4.7,3,4700,"$206,140",44.98,$1.97,thanh pho ho chi minh,vietnam
"Chung cư Carillon 5 ,DT 105m² 3PN/2WC Hỗ trợ vay",Tan Phu,105 m² - 3 PN,105 m²,3 PN,105,"3,35 tỷ",3.35,4,3350,"$146,930",31.9,$1.40,thanh pho ho chi minh,vietnam
Chung cư Carillon 7 105m² 3PN,Tan Phu,105 m² - 3 PN,105 m²,3 PN,105,"3,85 tỷ",3.85,4,3850,"$168,860",36.67,$1.61,thanh pho ho chi minh,vietnam
Chung cư Carillon 7 105m² 3PN giá bán nhanh,Tan Phu,105 m² - 3 PN,105 m²,3 PN,105,"3,9 tỷ",3.9,3,3900,"$171,053",37.14,$1.63,thanh pho ho chi minh,vietnam
Bán căn hộ Oriental Plaza - 3PN 106m2 view nội khu,Tan Phu,106 m² - 3 PN,106 m²,3 PN,106,"3,5 tỷ",3.5,3,3500,"$153,509",33.02,$1.45,thanh pho ho chi minh,vietnam
Cần bán nhanh căn hộ Oriental 3pn 3wc q.tân phú,Tan Phu,106 m² - 3 PN,106 m²,3 PN,106,"3,5 tỷ",3.5,3,3500,"$153,509",33.02,$1.45,thanh pho ho chi minh,vietnam
"Bán CH Oriental, DT 106m2, 3PN,Full NT, giá 3,5 tỷ",Tan Phu,106 m² - 3 PN,106 m²,3 PN,106,"3,5 tỷ",3.5,3,3500,"$153,509",33.02,$1.45,thanh pho ho chi minh,vietnam
107m2 (3PN) Diamond Alnata - View Đông Nam 5ty360,Tan Phu,107 m² - 3 PN,107 m²,3 PN,107,"5,36 tỷ",5.36,4,5360,"$235,088",50.09,$2.20,thanh pho ho chi minh,vietnam
Chính Chủ Cần Bán Chung cư Tan Phu 112m² 3PN,Tan Phu,112 m² - 3 PN,112 m²,3 PN,112,4 tỷ,4,2,4000,"$175,439",35.71,$1.57,thanh pho ho chi minh,vietnam
CH Duplex Celadon City 112m² 3PN 3WC Full NT,Tan Phu,112 m² - 3 PN,112 m²,3 PN,112,"4,25 tỷ",4.25,4,4250,"$186,404",37.95,$1.66,thanh pho ho chi minh,vietnam
duplex 3Pn 112m2 nhà trống Bán để đi nước ngoài,Tan Phu,112 m² - 3 PN,112 m²,3 PN,112,"4,3 tỷ",4.3,3,4300,"$188,596",38.39,$1.68,thanh pho ho chi minh,vietnam
Carillon 7 113m² 3PN-h.đông view đầm sen chính chủ,Tan Phu,113 m² - 3 PN,113 m²,3 PN,113,4 tỷ,4,2,4000,"$175,439",35.4,$1.55,thanh pho ho chi minh,vietnam
"3PN ALNATA VIEW ĐÔNG BẮC MÁT MẺ, KO CÓ GIÁ TỐT HƠN",Tan Phu,117 m² - 3 PN,117 m²,3 PN,117,"5,77 tỷ",5.77,4,5770,"$253,070",49.32,$2.16,thanh pho ho chi minh,vietnam
117m2 Diamond Alnata view đông nam thoáng mát,Tan Phu,117 m² - 3 PN,117 m²,3 PN,117,"5,98 tỷ",5.98,4,5980,"$262,281",51.11,$2.24,thanh pho ho chi minh,vietnam
"3PN Diamond Đầu Tư, Ôm hàng 2 năm đóng tối đa 30%",Tan Phu,117 m² - 3 PN,117 m²,3 PN,117,"7,2 tỷ",7.2,3,7200,"$315,789",61.54,$2.70,thanh pho ho chi minh,vietnam
"Alnata 3PN 117m2 view đại lộ, chiết khấu 8%",Tan Phu,117.3 m² - 3 PN,117.3 m²,3 PN,117,"5,62 tỷ",5.62,4,5620,"$246,491",47.91,$2.10,thanh pho ho chi minh,vietnam
Căn góc 119m2 Diamond Alnata - 5ty590,Tan Phu,119 m² - 3 PN,119 m²,3 PN,119,"5,59 tỷ",5.59,4,5590,"$245,175",46.97,$2.06,thanh pho ho chi minh,vietnam
Cần bán căn hộ 3PN 119m2 Diamond Alnata,Tan Phu,119 m² - 3 PN,119 m²,3 PN,119,"5,75 tỷ",5.75,4,5750,"$252,193",48.32,$2.12,thanh pho ho chi minh,vietnam
